genre,wiki_title,confidence,source
concert band,Concert band,medium,wikipedia_fallback
indonesian indie,Efek Rumah Kaca,medium,wikipedia_fallback
japanese math rock,Toe (band),medium,wikipedia_fallback
neurostep,,none,unmatched
russian alt pop,List of music genres and styles,medium,wikipedia_fallback
italian progressive rock,Italian progressive rock,high,wikidata
new romantic,New Romantic,high,wikidata
hokkaido indie,Galileo Galilei (band),medium,wikipedia_fallback
nerdcore,Nerdcore,high,wikidata
dark hardcore,Post-metal,medium,wikipedia_fallback
aghani lil-atfal,,none,unmatched
neo-psychedelic,Neo-psychedelia,high,wikidata
chinese viral pop,Trap music,medium,wikipedia_fallback
popgaze,,none,unmatched
pet calming,Jazz,medium,wikipedia_fallback
french folk,French folk music,high,wikidata
experimental vocal,Gqom,medium,wikipedia_fallback
complextro,Electro house,medium,wikipedia_fallback
brass band,Balkan brass,medium,wikipedia_fallback
burmese traditional,Music of Myanmar,medium,wikipedia_fallback
kinderliedjies,Jurie Els,medium,wikipedia_fallback
klezmer,Klezmer,high,wikidata
musica londrinense,,none,unmatched
lo star,William Crotch,medium,wikipedia_fallback
icelandic indie,Kaleo (band),medium,wikipedia_fallback
muziek voor kinderen,Children's music,high,wikidata
freak folk,Psychedelic folk,high,wikidata
waiata maori,Māori music,medium,wikipedia_fallback
sotalaulut,,none,unmatched
greenlandic pop,Nanook (band),medium,wikipedia_fallback
australian reggae fusion,Music genre,medium,wikipedia_fallback
indie canario,1980s in music,medium,wikipedia_fallback
ecuadorian indie,Music of Ecuador,medium,wikipedia_fallback
dutch contemporary classical,Henk van der Vliet,medium,wikipedia_fallback
tekno,Free tekno,high,wikidata
dessin anime,Dimitri from Paris,medium,wikipedia_fallback
new french touch,French house,medium,wikipedia_fallback
isle of man indie,Music of the United Kingdom (1980s),medium,wikipedia_fallback
ska argentino,2025 in Latin music,medium,wikipedia_fallback
deep psytrance,Minimal psytrance,high,wikidata
hard house,UK hard house,high,wikidata
latvian indie,Brainstorm (Latvian band),medium,wikipedia_fallback
early music,Early music,high,wikidata
slovenian pop,Music of Slovenia,medium,wikipedia_fallback
trikiti,Spanish jazz,medium,wikipedia_fallback
draaiorgel,Dries Roelvink,medium,wikipedia_fallback
beatboxing,Beatboxing,high,wikidata
inuit pop,Inuit throat singing,medium,wikipedia_fallback
psychedelic soul,Psychedelic soul,high,wikidata
horrorcore,Horrorcore,high,wikidata
turkish instrumental,Music genre,medium,wikipedia_fallback
gypsy fusion,ARIA Award for Best World Music Album,medium,wikipedia_fallback
shaabi,Shaabi,high,wikidata
full on,Psychedelic trance,medium,wikipedia_fallback
jazz catala,Francesc Burrull,medium,wikipedia_fallback
black noise,Black Noise (FM album),medium,wikipedia_fallback
electronicore,Electronicore,high,wikidata
violao classico,Lô Borges,medium,wikipedia_fallback
metal mineiro,Sertanejo music,medium,wikipedia_fallback
norwegian choir,Schola Cantorum (Norwegian choir),medium,wikipedia_fallback
russian screamo,Music genre,medium,wikipedia_fallback
makossa,Makossa,high,wikidata
reiki,Mark White (British musician),medium,wikipedia_fallback
polish metal,Music of Poland,medium,wikipedia_fallback
glam punk,Glam punk,high,wikidata
kikuyu pop,Music of Kenya,medium,wikipedia_fallback
baltic classical piano,List of music genres and styles,medium,wikipedia_fallback
punjabi folk,Folk music of Punjab,high,wikidata
kikuyu gospel,Music of Kenya,medium,wikipedia_fallback
progressive bluegrass,Progressive bluegrass,high,wikidata
black speed metal,Hellripper,medium,wikipedia_fallback
welsh metal,Skindred,medium,wikipedia_fallback
rap nortista,,none,unmatched
cumbia lagunera,Chicos de Barrio,medium,wikipedia_fallback
belgian singer-songwriter,Maarten Devoldere,medium,wikipedia_fallback
musica pernambucana,Joyce Alane,medium,wikipedia_fallback
chamame,Chamamé,high,wikidata
baltic black metal,List of music genres and styles,medium,wikipedia_fallback
salsa,Salsa music,high,wikidata
norwegian hardcore,Torch (band),medium,wikipedia_fallback
kannada bhava geethe,,none,unmatched
charred death,Music genre,medium,wikipedia_fallback
andalusian classical,Andalusi classical music,high,wikidata
portuguese death metal,Martyrialized,medium,wikipedia_fallback
new england emo,Rock music,medium,wikipedia_fallback
trio cubano,Music of Cuba,medium,wikipedia_fallback
peruvian hip hop,Nicomedes Santa Cruz,medium,wikipedia_fallback
metal colombiano,Dia de los Muertos (band),medium,wikipedia_fallback
porro,Porro,high,wikidata
swedish emo,I Love Your Lifestyle,medium,wikipedia_fallback
koligeet,,none,unmatched
huapango,Huapango,high,wikidata
italian opera,Italian opera,high,wikidata
intelligent dance music,Intelligent dance music,high,wikidata
experimental electronic,Experimental music,medium,wikipedia_fallback
finnish death metal,Death metal,medium,wikipedia_fallback
german post-hardcore,Fire in the Attic,medium,wikipedia_fallback
progressive metalcore,Progressive metalcore,high,wikidata
brazilian metalcore,Doomsday Hymn,medium,wikipedia_fallback
atmosphere,Atmosphere (group),medium,wikipedia_fallback
vintage swedish pop,Psychedelic music,medium,wikipedia_fallback
celtic,Celtic fusion,medium,wikipedia_fallback
tongan pop,Music of Tonga,medium,wikipedia_fallback
dutch edm,List of Dutch musicians,medium,wikipedia_fallback
hard trance,Hard trance,high,wikidata
finnish modern jazz,Music genre,medium,wikipedia_fallback
russian dnb,Pirate Station,medium,wikipedia_fallback
double drumming,Double-drumming,medium,wikipedia_fallback
chalga,Chalga,high,wikidata
korean indie rock,Guckkasten,medium,wikipedia_fallback
indonesian pop,Indo pop,high,wikidata
seattle indie,Indie music scene,medium,wikipedia_fallback
caracas indie,Music of Venezuela,medium,wikipedia_fallback
vaikiskos dainos,,none,unmatched
dansk lovsang,List of compositions by Vagn Holmboe,medium,wikipedia_fallback
dark electro-industrial,Dark electro,high,wikidata
coventry indie,Punk rock subgenres,medium,wikipedia_fallback
instrumental grime,Deconstructed club,medium,wikipedia_fallback
tribal house,Tribal house,high,wikidata
adult standards,Adult standards,medium,wikipedia_fallback
neo-pagan,Modern pagan music,high,wikidata
musica puntana,,none,unmatched
barnalog,Hera Hjartardóttir,medium,wikipedia_fallback
barnasogur,,none,unmatched
yuri,Yuri on Ice,medium,wikipedia_fallback
uk contemporary jazz,Music genre,medium,wikipedia_fallback
rap guarulhense,,none,unmatched
uppsala indie,Music of Sweden,medium,wikipedia_fallback
happy hardcore,Happy hardcore,high,wikidata
macedonian indie,List of music genres and styles,medium,wikipedia_fallback
limerick indie,The Cranberries,medium,wikipedia_fallback
greek swing,Felice Lascelles,medium,wikipedia_fallback
chicago indie,Industrial metal,medium,wikipedia_fallback
ghanaian gospel,Gospel music,medium,wikipedia_fallback
football,Fanzine,medium,wikipedia_fallback
bedroom pop,Bedroom pop,high,wikidata
british comedy,Edgar Wright,medium,wikipedia_fallback
gospel italiano,1950s in music,medium,wikipedia_fallback
funky breaks,Breakbeat,medium,wikipedia_fallback
canto a tenore,Cantu a tenore,high,wikidata
chicago house,Chicago house,high,wikidata
hypnosis,Hypnosis Mic: Division Rap Battle,medium,wikipedia_fallback
buffalo ny indie,Psychedelic music,medium,wikipedia_fallback
lds,Christian music,medium,wikipedia_fallback
austrian jazz,Joe Zawinul,medium,wikipedia_fallback
dong-yo,Oriental Heroes,medium,wikipedia_fallback
early music ensemble,Florilegium (band),medium,wikipedia_fallback
russian punk,Sektor Gaza,medium,wikipedia_fallback
electropop,Electropop,high,wikidata
indie queretano,,none,unmatched
reggae catala,Zarzuela,medium,wikipedia_fallback
lithuanian pop,Skamp,medium,wikipedia_fallback
vapor soul,Microgenre,medium,wikipedia_fallback
pop electronico,Gisela Fullà-Silvestre,medium,wikipedia_fallback
arab alternative,Mazen El Sayed,medium,wikipedia_fallback
emo rap,Emo rap,high,wikidata
noise rock,Noise rock,high,wikidata
classic romanian pop,Music genre,medium,wikipedia_fallback
belarusian pop,Uzari,medium,wikipedia_fallback
japanese new wave,Polysics,medium,wikipedia_fallback
danish modern jazz,Music genre,medium,wikipedia_fallback
powerviolence,Powerviolence,high,wikidata
sacramento indie,Deathray,medium,wikipedia_fallback
alternative hip hop,Alternative hip-hop,high,wikidata
alpine yodeling,Yodeling,medium,wikipedia_fallback
zither,Guqin,medium,wikipedia_fallback
ethnotronica,Ethnic electronica,high,wikidata
welsh folk,Welsh folk music,high,wikidata
weightless,Weightless (All Time Low song),medium,wikipedia_fallback
brazilian experimental,Fellini (band),medium,wikipedia_fallback
swedish prog,Progg,high,wikidata
german rock,Rock music in Germany,high,wikidata
breton folk,Music of Brittany,medium,wikipedia_fallback
musica popular mineira,Music of Brazil,medium,wikipedia_fallback
euskal indie,Basque music,medium,wikipedia_fallback
persian alternative,List of sibling groups,medium,wikipedia_fallback
himalayan folk,Bipul Chettri,medium,wikipedia_fallback
french reggae,Massilia Sound System,medium,wikipedia_fallback
guitar case,Guitar,medium,wikipedia_fallback
deep surf music,List of music genres and styles,medium,wikipedia_fallback
polish alternative,Lao Che (band),medium,wikipedia_fallback
indiana indie,"Like the Exorcist, but More Breakdancing",medium,wikipedia_fallback
serbian indie,La Strada (band),medium,wikipedia_fallback
rock independant francais,Art Deco,medium,wikipedia_fallback
chinese indie rock,Hedgehog (band),medium,wikipedia_fallback
arab groove,List of music genres and styles,medium,wikipedia_fallback
humppa,Humppa,high,wikidata
san antonio rap,Emo rap,medium,wikipedia_fallback
muzica ardeleneasca,,none,unmatched
norman ok indie,Rock music,medium,wikipedia_fallback
classic dutch pop,List of music genres and styles,medium,wikipedia_fallback
underground hip hop,Underground hip-hop,high,wikidata
landler,Ländler,medium,wikipedia_fallback
nu gaze,Nu gaze,high,wikidata
cartoon,Bubblegum music,medium,wikipedia_fallback
appenzeller folk,K-pop,medium,wikipedia_fallback
latin classical,The Music of the Night,medium,wikipedia_fallback
dhrupad,Dhrupad,high,wikidata
calypso,Calypso music,high,wikidata
show tunes,Show tune,medium,wikipedia_fallback
traditional english folk,Folk baroque,medium,wikipedia_fallback
bisrock,Bisrock,high,wikidata
thai psychedelic,Khun Narin,medium,wikipedia_fallback
dark cabaret,Dark cabaret,high,wikidata
swedish electropop,Kleerup,medium,wikipedia_fallback
twin cities indie,Doc McKinney,medium,wikipedia_fallback
scottish fiddle,Scottish fiddling,medium,wikipedia_fallback
italian mandolin,Giovanni Gioviale,medium,wikipedia_fallback
jamtronica,Livetronica,high,wikidata
french experimental rock,Rockets (band),medium,wikipedia_fallback
tatar folk,Music in Tatarstan,medium,wikipedia_fallback
oslo indie,Heavy metal genres,medium,wikipedia_fallback
hammond organ,Soul jazz,medium,wikipedia_fallback
shimmer pop,Shallow Pools,medium,wikipedia_fallback
lawrence ks indie,Music of Kansas,medium,wikipedia_fallback
gotico brasileiro,,none,unmatched
redneck,Country rap,medium,wikipedia_fallback
lgbtq+ hip hop,LGBTQ representation in hip-hop,medium,wikipedia_fallback
oberkrainer,Slavko Avsenik,medium,wikipedia_fallback
neo soul,Neo soul,high,wikidata
urban contemporary,Urban contemporary music,high,wikidata
marimba mexicana,Music of Mexico,medium,wikipedia_fallback
batak,Batak Christian Protestant Church,medium,wikipedia_fallback
funky tech house,UV (album),medium,wikipedia_fallback
vocal jazz,Vocal jazz,medium,wikipedia_fallback
jazzcore,Punk jazz,high,wikidata
classical saxophone,Cecil Leeson,medium,wikipedia_fallback
indie cordoba,Music of Colombia,medium,wikipedia_fallback
indian percussion,Improvisations (Ravi Shankar album),medium,wikipedia_fallback
deep vocal house,Deep house,medium,wikipedia_fallback
spoken word,Spoken word,medium,wikipedia_fallback
morelos indie,Zemmoa,medium,wikipedia_fallback
pirate,Pirate metal,medium,wikipedia_fallback
instrumental math rock,Piglet (band),medium,wikipedia_fallback
corsican folk,Corsican folk music,high,wikidata
latin american baroque,Postminimalism,medium,wikipedia_fallback
aggro chileno,Chilean rock,medium,wikipedia_fallback
esperanto,Esperanto (Elektric Music album),medium,wikipedia_fallback
a cappella,A cappella,high,wikidata
australian indie,Australian indie rock,high,wikidata
rock en espanol,Rock en español,high,wikidata
kundiman,Kundiman,high,wikidata
classic eurovision,Que me quiten lo bailao,medium,wikipedia_fallback
korean jazz,Na Yoon-sun,medium,wikipedia_fallback
indie paraense,MC Tha,medium,wikipedia_fallback
vancouver indie,Indie pop,medium,wikipedia_fallback
ska mexicano,List of music genres and styles,medium,wikipedia_fallback
canadian soundtrack,God Help the Outcasts,medium,wikipedia_fallback
vapor pop,Vaporwave,medium,wikipedia_fallback
huzunlu sarkilar,Zeki Müren,medium,wikipedia_fallback
viet edm,List of music genres and styles,medium,wikipedia_fallback
riddim dubstep,Riddim (genre),high,wikidata
greek indie,Phase (band),medium,wikipedia_fallback
surf music,Surf music,high,wikidata
groove gospel,List of music genres and styles,medium,wikipedia_fallback
villancicos,Villancico,high,wikidata
funk mexicano,List of music genres and styles,medium,wikipedia_fallback
rare groove,Rare groove,medium,wikipedia_fallback
reggae cover,Reggae,medium,wikipedia_fallback
zhongguo feng,Zhongguo feng (music),high,wikidata
swedish classical,Music of Sweden,medium,wikipedia_fallback
canadian choir,Bruce Carey,medium,wikipedia_fallback
folklore boliviano,Andean music,medium,wikipedia_fallback
german oi,Mr. Irish Bastard,medium,wikipedia_fallback
modern progressive rock,Roine Stolt,medium,wikipedia_fallback
nwothm,New wave of traditional heavy metal,high,wikidata
german hard rock,Wallenstein (band),medium,wikipedia_fallback
banda carnavalera,Bomba Estéreo,medium,wikipedia_fallback
hard rock mexicano,List of music genres and styles,medium,wikipedia_fallback
post-grunge,Post-grunge,high,wikidata
drill espanol,List of music genres and styles,medium,wikipedia_fallback
canadian comedy,Make It Pop,medium,wikipedia_fallback
murga,Murga,high,wikidata
progressive groove metal,Jinjer,medium,wikipedia_fallback
samba gospel,Tambourine,medium,wikipedia_fallback
background jazz,Music from Mr. Lucky,medium,wikipedia_fallback
kompa,Compas,high,wikidata
nwobhm,New wave of British heavy metal,high,wikidata
tamaulipas indie,Gangsta rap,medium,wikipedia_fallback
canadian metal,Sword (band),medium,wikipedia_fallback
buffalo ny metal,Psychedelic music,medium,wikipedia_fallback
uk post-metal,Svalbard (band),medium,wikipedia_fallback
glam metal,Glam metal,high,wikidata
alabama metal,1980s in music,medium,wikipedia_fallback
iranian metal,Iranian rock,medium,wikipedia_fallback
deep regional mexican,Music genre,medium,wikipedia_fallback
islamic recitation,Islamic music,high,wikidata
carnatic vocal,Rudrapatnam Brothers,medium,wikipedia_fallback
red dirt,Red dirt music,high,wikidata
assamese pop,Jayanta Nath,medium,wikipedia_fallback
japanese pop punk,Ellegarden,medium,wikipedia_fallback
guatemalan metal,Music genre,medium,wikipedia_fallback
north carolina emo,Screamo,medium,wikipedia_fallback
singaporean metal,Music of Singapore,medium,wikipedia_fallback
metal balear,Zarzuela,medium,wikipedia_fallback
tolkien metal,Celtic metal,medium,wikipedia_fallback
braindance,Intelligent dance music,high,wikidata
experimental club,Industrial hip-hop,medium,wikipedia_fallback
deep idm,List of music genres and styles,medium,wikipedia_fallback
somatik techno,,none,unmatched
mexican experimental,Dennis Rea,medium,wikipedia_fallback
glitch beats,Múm,medium,wikipedia_fallback
japanese idm,List of music genres and styles,medium,wikipedia_fallback
experimental techno,Intelligent dance music,medium,wikipedia_fallback
german electronica,Tied & Tickled Trio,medium,wikipedia_fallback
asmr,An ASMR Album,medium,wikipedia_fallback
432hz,Alhambra (EP),medium,wikipedia_fallback
guzheng,Han Terra,medium,wikipedia_fallback
persian neo-traditional,List of music genres and styles,medium,wikipedia_fallback
canzone genovese,Music of Naples,medium,wikipedia_fallback
hard dance,Hard dance,high,wikidata
deep delta blues,I Remember Blind Joe Death,medium,wikipedia_fallback
classic norwegian pop,Music genre,medium,wikipedia_fallback
dresden indie,Dark cabaret,medium,wikipedia_fallback
gochiusa,,none,unmatched
galician folk,Trembita,medium,wikipedia_fallback
polish indie,Bastard Disco,medium,wikipedia_fallback
christian a cappella,Rhythm & News,medium,wikipedia_fallback
brain waves,Binaural beats,high,wikidata
alternative americana,Baskery,medium,wikipedia_fallback
brazilian indie,Os Mulheres Negras,medium,wikipedia_fallback
bath indie,Heavy metal genres,medium,wikipedia_fallback
phoenix indie,Brian Setzer,medium,wikipedia_fallback
modern uplift,List of music genres and styles,medium,wikipedia_fallback
german dark minimal techno,List of music genres and styles,medium,wikipedia_fallback
japanese melodic punk,Totalfat,medium,wikipedia_fallback
musica feirense,,none,unmatched
sudanese pop,Music of Sudan,medium,wikipedia_fallback
korean dream pop,TRPP (band),medium,wikipedia_fallback
moombahton,Moombahton,high,wikidata
junior songfestival,Junior Songfestival,medium,wikipedia_fallback
danish singer-songwriter,Klak Tik,medium,wikipedia_fallback
macedonian pop,Elena Velevska,medium,wikipedia_fallback
indie r&b,Alternative R&B,high,wikidata
russian viral pop,Trap music,medium,wikipedia_fallback
san diego indie,Information Retrieved,medium,wikipedia_fallback
samurai trap,Blue Eye Samurai,medium,wikipedia_fallback
rock sul-mato-grossense,,none,unmatched
nasyid,Nasheed,high,wikidata
british soul,British soul,high,wikidata
southern soul,Southern soul,high,wikidata
egyptian pop,Al Jeel,medium,wikipedia_fallback
miami hip hop,Southern hip-hop,medium,wikipedia_fallback
cancoes infantis,,none,unmatched
ethereal wave,Ethereal wave,high,wikidata
g-house,Ghetto house,medium,wikipedia_fallback
idaho hip hop,Gorillaz,medium,wikipedia_fallback
oriental classical,Arabic music,medium,wikipedia_fallback
uzbek traditional,Sevara Nazarkhan,medium,wikipedia_fallback
vintage chanson,Music of Russia,medium,wikipedia_fallback
puerto rican rock,Music of Puerto Rico,medium,wikipedia_fallback
rock uruguayo,Uruguayan rock,high,wikidata
instrumental rock,Instrumental rock,high,wikidata
deep jazz fusion,Music genre,medium,wikipedia_fallback
fan chant,Galatasaray SK Marşı,medium,wikipedia_fallback
goa trance,Goa trance,high,wikidata
russian rock,Rock music in Russia,high,wikidata
scottish hip hop,Scottish hip-hop,high,wikidata
dakke dak,,none,unmatched
dunedin indie,List of music genres and styles,medium,wikipedia_fallback
children's folk,Plim Plim,medium,wikipedia_fallback
italo dance,Italo dance,high,wikidata
twee indie pop,Twee pop,medium,wikipedia_fallback
sami,Therion (band),medium,wikipedia_fallback
slovak pop,Banket (band),medium,wikipedia_fallback
japanese ska,Japanese ska,high,wikidata
kollywood,Music of Sri Lanka,medium,wikipedia_fallback
europop,Europop,high,wikidata
guatemalan pop,1980s in Latin music,medium,wikipedia_fallback
chill baile,History of folkloric music in Argentina,medium,wikipedia_fallback
motown,Motown,medium,wikipedia_fallback
croatian rock,Music of Croatia,medium,wikipedia_fallback
mizo pop,Music of Mizoram,medium,wikipedia_fallback
indonesian ska,Tipe-X,medium,wikipedia_fallback
reggae tuga,Samba reggae,medium,wikipedia_fallback
r&b,Rhythm and blues,high,wikidata
traditional ska,Gerhana Skacinta,medium,wikipedia_fallback
harlem hip hop,Heat in Here Vol. 1,medium,wikipedia_fallback
smooth soul,Smooth soul,high,wikidata
cabaret,Dark cabaret,medium,wikipedia_fallback
swing,Swing music,high,wikidata
christian relaxative,Music genre,medium,wikipedia_fallback
faroese folk,Ólavur Riddararós,medium,wikipedia_fallback
ryukoka,Ryūkōka,high,wikidata
instrumental acoustic guitar,Soup for One (soundtrack),medium,wikipedia_fallback
cedm,Christian electronic dance music,high,wikidata
dubstep,Dubstep,high,wikidata
oxford indie,Dive Dive,medium,wikipedia_fallback
rap galego,Celtic music,medium,wikipedia_fallback
musical advocacy,Tsunami Relief Cardiff,medium,wikipedia_fallback
trap metal italiana,El Último Tour Del Mundo,medium,wikipedia_fallback
christian pop,Contemporary Christian music,medium,wikipedia_fallback
japanese concert band,Music genre,medium,wikipedia_fallback
icelandic singer-songwriter,Ólöf Arnalds,medium,wikipedia_fallback
hamburger schule,Hamburger Schule,high,wikidata
stuttgart indie,Song,medium,wikipedia_fallback
okc indie,Melanie Martinez,medium,wikipedia_fallback
riot grrrl,Riot grrrl,high,wikidata
norwegian gospel,Oslo Gospel Choir,medium,wikipedia_fallback
cambodian rock,Cambodian rock (1960s–1970s),high,wikidata
canadian garage rock,The Pack A.D.,medium,wikipedia_fallback
bulgarian pop,Chalga,medium,wikipedia_fallback
wind ensemble,Concert band,medium,wikipedia_fallback
musikkorps,Concert band,medium,wikipedia_fallback
classic soul,Classic soul,high,wikidata
industrial metal,Industrial metal,high,wikidata
post-punk mexicano,List of music genres and styles,medium,wikipedia_fallback
swiss alternative rock,The Young Gods,medium,wikipedia_fallback
rock mineiro,Sertanejo music,medium,wikipedia_fallback
classic house,Chicago house,medium,wikipedia_fallback
icelandic hip hop,Icelandic hip-hop,high,wikidata
estonian electronic,Caater,medium,wikipedia_fallback
latvian electronic,Triana Park,medium,wikipedia_fallback
irish electronic,Moloko,medium,wikipedia_fallback
colombian electronic,Carolina Márquez,medium,wikipedia_fallback
neoclassicism,Neoclassicism,medium,wikipedia_fallback
gotlandsk musik,Leif Bloms,medium,wikipedia_fallback
arabic jazz,Arabic music,medium,wikipedia_fallback
rome indie,List of 2011 albums,medium,wikipedia_fallback
pittsburgh indie,Adventures (band),medium,wikipedia_fallback
australian rockabilly,The Pelaco Brothers,medium,wikipedia_fallback
ok indie,List of 2016 albums,medium,wikipedia_fallback
rosario indie,Hip-hop,medium,wikipedia_fallback
classic finnish pop,Music genre,medium,wikipedia_fallback
dansktop,Ukendt Kunstner,medium,wikipedia_fallback
croatian indie,Opća opasnost,medium,wikipedia_fallback
swedish indie pop,List of Swedish indie pop artists,medium,wikipedia_fallback
perth indie,Dice (band),medium,wikipedia_fallback
orlando indie,The Pauses,medium,wikipedia_fallback
alternative roots rock,Christopher Bono,medium,wikipedia_fallback
political hip hop,Political hip-hop,high,wikidata
psychedelic pop,Psychedelic pop,high,wikidata
chinese indie pop,Cao Fang (singer),medium,wikipedia_fallback
norrlandsk hip hop,,none,unmatched
vinahouse,Vinahouse,high,wikidata
drift,Phonk,medium,wikipedia_fallback
warrington indie,The Zutons,medium,wikipedia_fallback
croatian hip hop,Croatian hip-hop,high,wikidata
dutch idol pop,Pop music,medium,wikipedia_fallback
barockinterpreten,,none,unmatched
indie hip hop,Indie hip-hop,high,wikidata
finnish reggae,Lord Est,medium,wikipedia_fallback
hip hop,Hip-hop,high,wikidata
medieval,Medieval metal,medium,wikipedia_fallback
victorian britain,Nursery Cryme,medium,wikipedia_fallback
quatuor a cordes,String quartet,medium,wikipedia_fallback
portsmouth indie,Pusherman,medium,wikipedia_fallback
musique pour enfant quebecois,Cœur de pirate,medium,wikipedia_fallback
volkspop,,none,unmatched
novelty,Novelty song,high,wikidata
slap house,Slap house,high,wikidata
rap napoletano,2025 in music,medium,wikipedia_fallback
adoracion,Pasillo,medium,wikipedia_fallback
brill building pop,Brill Building (genre),high,wikidata
tamil indie,Kaber Vasuki,medium,wikipedia_fallback
speedcore,Speedcore,high,wikidata
rochester mn indie,Your Smith,medium,wikipedia_fallback
suomi rock,Rock music in Finland,medium,wikipedia_fallback
paraguayan rock,Flou,medium,wikipedia_fallback
indie pop,Indie pop,high,wikidata
denver indie,2010 in Latin music,medium,wikipedia_fallback
korean singer-songwriter,How's This?,medium,wikipedia_fallback
glasgow indie,Future Pilot A.K.A.,medium,wikipedia_fallback
american early music,Hove Church,medium,wikipedia_fallback
reggaeton cristiano,Musiko,medium,wikipedia_fallback
rotterdam indie,Rock music in the Netherlands,medium,wikipedia_fallback
german prog,Love Is No Crime,medium,wikipedia_fallback
malaysian pop,Malaysian popular music,high,wikidata
romanian rap,Romanian hip-hop,high,wikidata
finnish psychedelic rock,Oranssi Pazuzu,medium,wikipedia_fallback
post-rock,Post-rock,high,wikidata
kenyan alternative,Murfy's fLaw,medium,wikipedia_fallback
taiwan hip hop,Taiwanese hip-hop,medium,wikipedia_fallback
thai pop,Thai pop music,high,wikidata
rap df,Brasília hip-hop,medium,wikipedia_fallback
german ccm,Contemporary Christian music,medium,wikipedia_fallback
hard motivation,List of genres,medium,wikipedia_fallback
vintage gospel,J. D. Sumner,medium,wikipedia_fallback
mundart,Trackshittaz,medium,wikipedia_fallback
christian afrobeat,List of music genres and styles,medium,wikipedia_fallback
american romanticism,Dark Romanticism,medium,wikipedia_fallback
industrial hardcore,Industrial hardcore,high,wikidata
blues mexicano,List of music genres and styles,medium,wikipedia_fallback
norwegian pop,Madcon,medium,wikipedia_fallback
italian indie pop,Posidonia (band),medium,wikipedia_fallback
ukrainian indie,Brunettes Shoot Blondes,medium,wikipedia_fallback
funk melody,Funk melody,high,wikidata
pops orchestra,San Francisco Symphony,medium,wikipedia_fallback
cornetas y tambores,Conga (music),medium,wikipedia_fallback
modern indie pop,Juniore,medium,wikipedia_fallback
vietnamese hip hop,Music of Vietnam,medium,wikipedia_fallback
pop teen brasileiro,Honorific nicknames in popular music,medium,wikipedia_fallback
modern ska punk,Ska,medium,wikipedia_fallback
duluth indie,Low (band),medium,wikipedia_fallback
modern alternative pop,Joe Chester,medium,wikipedia_fallback
canadian post-rock,Do Make Say Think,medium,wikipedia_fallback
techno kayo,Music of Japan,medium,wikipedia_fallback
dark electro,Dark electro,high,wikidata
punk blues,Punk blues,high,wikidata
opm,Sarah Geronimo,medium,wikipedia_fallback
indie rockism,List of rock genres,medium,wikipedia_fallback
japanese r&b,Koda Kumi Remix Album,medium,wikipedia_fallback
girl group,Contemporary Christian music,medium,wikipedia_fallback
japanese rockabilly,The 5.6.7.8's,medium,wikipedia_fallback
r&b argentino,Tango music,medium,wikipedia_fallback
modern dream pop,Dream pop,medium,wikipedia_fallback
asian american hip hop,Asian American hip-hop,high,wikidata
umea hardcore,Desperate Fight Records,medium,wikipedia_fallback
italian stoner rock,Ufomammut,medium,wikipedia_fallback
nagpuri pop,Music of India,medium,wikipedia_fallback
folk metal latinoamericano,Music of Mexico,medium,wikipedia_fallback
viking metal,Viking metal,high,wikidata
italian mezzo-soprano,Gloria Banditelli,medium,wikipedia_fallback
brazilian grindcore,Music of Brazil,medium,wikipedia_fallback
folklore uruguayo,Erika Büsch,medium,wikipedia_fallback
soukous,Soukous,high,wikidata
long island punk,Explosives and the Will to Use Them,medium,wikipedia_fallback
indonesian death metal,Deadsquad,medium,wikipedia_fallback
us power metal,Power metal,medium,wikipedia_fallback
bikutsi,Bikutsi,high,wikidata
russian folk metal,Troll Bends Fir,medium,wikipedia_fallback
punk 'n' roll,Demons (band),medium,wikipedia_fallback
funk bh,Funk carioca,medium,wikipedia_fallback
slavic folk metal,List of music genres and styles,medium,wikipedia_fallback
finnish contemporary classical,Aulis Sallinen,medium,wikipedia_fallback
vintage classical singing,Heavy metal genres,medium,wikipedia_fallback
taiwan punk,Music genre,medium,wikipedia_fallback
kleine hoerspiel,,none,unmatched
protest folk,Malpaís (group),medium,wikipedia_fallback
oromo pop,Music of Somalia,medium,wikipedia_fallback
deep melodic hard rock,List of music genres and styles,medium,wikipedia_fallback
barnsagor,Petter Wallenberg,medium,wikipedia_fallback
belgian metal,Music of Belgium,medium,wikipedia_fallback
latincore,,none,unmatched
western ny metal,Black metal,medium,wikipedia_fallback
melodic hard rock,Arena rock,medium,wikipedia_fallback
korean contemporary classical,Music genre,medium,wikipedia_fallback
polish ambient,Drum and bass,medium,wikipedia_fallback
korean traditional,Traditional music of Korea,medium,wikipedia_fallback
ambient trance,Delerium,medium,wikipedia_fallback
indian electronic,Trance music,medium,wikipedia_fallback
acid idm,Fast and Cheap Mixes,medium,wikipedia_fallback
ringtone,Snap music,high,wikidata
cathedral choir,This is the Record of John,medium,wikipedia_fallback
symphonic melodic death metal,Eternal Oath,medium,wikipedia_fallback
uplifting trance,Uplifting trance,high,wikidata
georgian folk,Music of Georgia (country),medium,wikipedia_fallback
pakistani rock,Pakistani rock,high,wikidata
musica valenciana,Music of the Valencian Community,high,wikidata
classical,Classical music,high,wikidata
semarang indie,ST 12,medium,wikipedia_fallback
socal pop punk,Pearly Gates (album),medium,wikipedia_fallback
